"id","host_id","host_since","host_is_superhost","host_listings_count","property_type","room_type","price","last_review","number_of_reviews","availability_30","review_scores_rating","City"
30578088,229383283,2018-12-06,0,1,"Entire serviced apartment","Entire home/apt",80,2019-03-30,6,1,87,"London"
35996025,270799239,2019-06-23,0,1,"Private room in house","Private room",30,2019-07-14,2,0,100,"London"
36689476,8705145,2013-09-08,0,1,"Entire house","Entire home/apt",200,2019-08-01,1,0,100,"London"
8269438,24120764,2014-11-24,0,1,"Private room in apartment","Private room",45,2019-10-28,60,28,99,"London"
45343864,350487719,2020-06-17,0,0,"Entire house","Entire home/apt",286,2020-10-09,1,17,100,"London"
37194655,279961845,2019-07-28,0,0,"Entire apartment","Entire home/apt",155,2020-03-11,15,28,99,"London"
15251380,79435358,2016-06-23,0,35,"Private room in apartment","Private room",80,2019-09-23,7,0,94,"London"
34583404,9579653,2013-10-22,0,2,"Entire house","Entire home/apt",70,2020-01-12,12,0,93,"London"
41722535,246360166,2019-03-02,0,1,"Private room in apartment","Private room",68,2020-04-03,3,0,100,"London"
35247611,265354944,2019-05-31,0,1,"Entire house","Entire home/apt",73,2020-01-02,7,0,89,"London"
30980676,222400913,2018-10-24,0,18,"Entire apartment","Entire home/apt",45,2020-03-08,11,0,87,"London"
37825229,51835291,2015-12-20,0,6,"Private room in house","Private room",149,2020-08-16,4,29,95,"London"
15878525,102957169,2016-11-08,0,3,"Entire apartment","Entire home/apt",50,2020-09-14,29,24,95,"London"
9875680,26201910,2015-01-16,1,1,"Entire house","Entire home/apt",186,2020-03-01,41,0,97,"London"
37152257,137987877,2017-07-01,1,3,"Private room in house","Private room",22,2020-02-29,1,0,100,"London"
17044806,11240153,2014-01-12,0,1,"Entire apartment","Entire home/apt",85,2019-12-21,34,0,98,"London"
10666112,19094463,2014-07-29,1,3,"Private room in townhouse","Private room",31,2019-01-02,41,6,96,"London"
20491307,64762648,2016-03-28,0,1,"Entire apartment","Entire home/apt",252,2020-10-11,18,27,100,"London"
35855665,32622088,2015-05-04,0,8,"Entire apartment","Entire home/apt",182,2020-09-21,11,0,98,"London"
45269002,1432477,2011-11-22,0,108,"Entire house","Entire home/apt",296,2020-11-01,2,1,60,"London"
25181362,2953299,2012-07-16,0,1,"Private room in apartment","Private room",64,2020-10-20,11,29,100,"London"
35320396,262243030,2019-05-16,0,3,"Entire apartment","Entire home/apt",130,2020-03-13,36,30,92,"London"
24969354,122820136,2017-03-27,0,10,"Entire apartment","Entire home/apt",50,2020-02-27,35,25,93,"London"
37780027,285763626,2019-08-14,0,1,"Entire apartment","Entire home/apt",150,2020-01-01,3,0,100,"London"
29143385,33889201,2015-05-21,0,1105,"Entire apartment","Entire home/apt",257,2019-01-05,1,0,20,"London"
35474694,252805884,2019-04-02,0,26,"Entire apartment","Entire home/apt",99,2020-01-25,7,3,91,"London"
15924859,43160221,2015-09-02,1,1,"Entire apartment","Entire home/apt",50,2020-10-18,54,0,94,"London"
14964665,92398110,2016-08-29,1,1,"Entire apartment","Entire home/apt",204,2020-03-19,18,0,99,"London"
28478430,213343423,2018-09-03,0,2,"Entire apartment","Entire home/apt",50,2019-01-03,7,0,91,"London"
44335380,357659995,2020-07-21,0,1,"Entire apartment","Entire home/apt",154,2020-10-10,4,0,90,"London"
38097862,288665110,2019-08-24,0,9,"Private room in townhouse","Private room",51,2020-03-15,33,0,95,"London"
34560771,112728221,2017-01-22,1,1,"Private room in house","Private room",48,2020-03-08,12,0,100,"London"
32666592,2713883,2012-06-22,0,12,"Private room in house","Private room",20,2020-03-17,11,29,86,"London"
43577973,264682970,2019-05-28,1,4,"Entire apartment","Entire home/apt",135,2020-10-12,14,19,93,"London"
9657200,3059963,2012-07-26,0,2,"Private room in apartment","Private room",45,2019-07-13,5,30,100,"London"
503151,2482146,2012-05-28,1,1,"Private room in apartment","Private room",39,2020-07-26,241,0,88,"London"
11389308,9568995,2013-10-22,0,4,"Entire apartment","Entire home/apt",126,2020-02-07,91,28,97,"London"
13663053,19581025,2014-08-06,0,7,"Entire apartment","Entire home/apt",97,2020-04-11,81,0,94,"London"
15469705,41673466,2015-08-16,0,2,"Entire apartment","Entire home/apt",120,2020-07-19,10,0,96,"London"
32952208,29077647,2015-03-10,1,2,"Private room in apartment","Private room",50,2019-12-09,15,0,97,"London"
40001099,31066062,2015-04-12,0,40,"Entire apartment","Entire home/apt",325,2020-03-06,2,20,90,"London"
2981590,2527148,2012-06-02,1,2,"Private room in apartment","Private room",25,2019-10-17,104,0,91,"London"
41700020,293474697,2019-09-09,0,3,"Entire apartment","Entire home/apt",150,2020-09-04,7,0,87,"London"
29427917,4774834,2013-01-20,0,1,"Private room in apartment","Private room",50,2019-10-31,9,29,100,"London"
30138249,9852353,2013-11-06,0,1,"Entire apartment","Entire home/apt",80,2019-01-03,2,0,90,"London"
15081245,216187763,2018-09-19,1,7,"Entire apartment","Entire home/apt",96,2020-10-04,8,30,98,"London"
22055758,2122237,2012-04-12,0,1,"Entire apartment","Entire home/apt",80,2019-01-02,14,0,91,"London"
16117778,43935156,2015-09-11,0,45,"Entire apartment","Entire home/apt",16787,2019-11-30,13,30,91,"London"
42804611,119267530,2017-03-05,0,21,"Entire apartment","Entire home/apt",250,2020-03-15,1,29,40,"London"
42587900,45796896,2015-10-05,0,1,"Entire apartment","Entire home/apt",80,2020-03-15,2,0,100,"London"
7772930,40887936,2015-08-08,0,3,"Entire apartment","Entire home/apt",199,2019-12-18,83,0,85,"London"
2620824,2907117,2012-07-11,0,2,"Private room in apartment","Private room",25,2019-08-25,23,29,93,"London"
9005597,18759992,2014-07-23,0,1,"Entire apartment","Entire home/apt",100,2019-03-01,1,0,100,"London"
4190038,21738016,2014-09-24,0,5,"Private room in apartment","Private room",16,2020-09-24,38,29,86,"London"
37348268,53298605,2016-01-04,1,0,"Private room in apartment","Private room",50,2020-03-20,16,23,100,"London"
2357072,2570209,2012-06-07,1,3,"Private room in house","Private room",37,2020-03-01,70,30,98,"London"
36668100,275601290,2019-07-12,0,1,"Private room in house","Private room",75,2019-09-21,2,0,100,"London"
26115490,8749639,2013-09-10,0,1,"Entire apartment","Entire home/apt",29,2019-06-13,6,0,97,"London"
37360778,55884942,2016-01-24,0,1,"Entire condominium","Entire home/apt",120,2020-01-19,4,6,100,"London"
30192759,131591665,2017-05-23,0,9,"Room in aparthotel","Entire home/apt",50,2020-10-28,21,30,89,"London"
1301149,1811057,2012-02-26,0,1,"Entire apartment","Entire home/apt",98,2020-03-13,69,0,91,"London"
42692744,3298657,2012-08-18,0,1,"Entire apartment","Entire home/apt",60,2020-11-05,1,3,100,"London"
21714305,26187976,2015-01-16,0,2,"Entire apartment","Entire home/apt",49,2020-07-31,15,6,95,"London"
39068985,299445686,2019-10-02,0,0,"Entire townhouse","Entire home/apt",90,2019-10-26,1,0,100,"London"
44666124,222720940,2018-10-26,0,1,"Entire apartment","Entire home/apt",72,2020-09-30,3,30,100,"London"
35079425,14601477,2014-04-22,1,2,"Private room in house","Private room",49,2019-10-26,7,0,100,"London"
30760224,217727211,2018-09-28,0,10,"Room in boutique hotel","Hotel room",65,2020-10-20,115,4,91,"London"
19955870,2125620,2012-04-12,0,44,"Entire apartment","Entire home/apt",88,2020-09-07,8,28,78,"London"
24909642,188318882,2018-05-07,0,7,"Private room in apartment","Private room",200,2019-10-06,12,30,87,"London"
3620802,17869501,2014-07-09,0,1,"Entire apartment","Entire home/apt",60,2020-11-06,3,0,100,"London"
38738460,100376944,2016-10-19,1,2,"Private room in apartment","Private room",45,2020-09-13,19,30,96,"London"
24023491,180813785,2018-03-27,1,1,"Entire apartment","Entire home/apt",275,2019-07-31,9,0,100,"London"
24417752,32430790,2015-05-02,0,1,"Private room in apartment","Private room",34,2019-07-07,3,30,93,"London"
11780745,62728764,2016-03-13,1,2,"Private room in apartment","Private room",95,2020-02-23,68,29,96,"London"
40592996,313817412,2019-12-02,0,0,"Entire house","Entire home/apt",184,2020-02-23,5,0,92,"London"
33179230,36730550,2015-06-25,1,6,"Entire apartment","Entire home/apt",120,2019-07-28,8,0,100,"London"
21893231,107993913,2016-12-21,0,1,"Entire house","Entire home/apt",75,2019-01-03,3,0,93,"London"
26744970,122370304,2017-03-24,0,3,"Entire apartment","Entire home/apt",110,2019-07-13,6,0,96,"London"
32181682,241406645,2019-02-06,0,1,"Entire apartment","Entire home/apt",55,2019-12-02,4,0,90,"London"
29894161,224639047,2018-11-07,1,1,"Private room in apartment","Private room",45,2020-03-01,29,0,99,"London"
44163417,353953450,2020-07-06,0,0,"Entire apartment","Entire home/apt",65,2020-10-21,3,3,100,"London"
37744779,224866971,2018-11-08,0,150,"Entire apartment","Entire home/apt",237,2020-03-01,13,23,98,"London"
42771018,340631504,2020-03-07,0,0,"Entire house","Entire home/apt",165,2020-07-12,1,1,100,"London"
31333349,234566263,2019-01-05,0,1,"Private room in house","Private room",28,2020-02-01,16,16,87,"London"
34422869,170110846,2018-01-26,0,7,"Private room in apartment","Private room",69,2020-02-29,24,0,93,"London"
14065526,12464546,2014-02-22,0,1,"Entire apartment","Entire home/apt",149,2019-12-01,3,0,100,"London"
37488367,33797837,2015-05-20,0,4,"Entire apartment","Entire home/apt",69,2020-03-14,16,29,94,"London"
40144410,28820321,2015-03-05,0,315,"Entire apartment","Entire home/apt",210,2020-01-19,2,0,90,"London"
32636445,97810523,2016-10-03,0,1,"Private room in house","Private room",53,2020-01-01,8,30,93,"London"
17816242,121673421,2017-03-20,0,1,"Private room in house","Private room",28,2020-02-06,41,29,95,"London"
22291593,6507541,2013-05-21,0,1,"Entire apartment","Entire home/apt",82,2020-01-04,9,28,96,"London"
41722460,246360166,2019-03-02,0,1,"Private room in apartment","Private room",68,2020-02-14,3,0,100,"London"
44523437,3411469,2012-08-29,0,0,"Entire apartment","Entire home/apt",122,2020-10-18,4,0,100,"London"
25464917,12645464,2014-02-27,1,1,"Entire apartment","Entire home/apt",125,2019-09-20,20,0,94,"London"
35056215,16316147,2014-06-03,0,1,"Entire apartment","Entire home/apt",84,2019-12-15,17,28,94,"London"
10420857,30253178,2015-03-30,0,30,"Entire apartment","Entire home/apt",195,2019-09-06,26,30,94,"London"
33027806,21867370,2014-09-28,0,33,"Entire apartment","Entire home/apt",102,2020-05-26,19,0,88,"London"
1382312,7475516,2013-07-14,0,1,"Entire apartment","Entire home/apt",115,2019-07-05,10,0,100,"London"
32300861,5372281,2013-03-08,1,3,"Private room in house","Private room",69,2020-09-20,21,6,99,"London"
12524625,54987,2009-11-17,0,64,"Entire serviced apartment","Entire home/apt",151,2019-11-03,7,0,89,"London"
42089196,119267530,2017-03-05,0,21,"Entire apartment","Entire home/apt",185,2020-07-09,5,30,96,"London"
5270412,14543120,2014-04-21,1,1,"Entire apartment","Entire home/apt",125,2020-02-28,44,29,100,"London"
29205430,38723070,2015-07-17,0,1,"Entire apartment","Entire home/apt",149,2019-02-22,7,0,97,"London"
945424,5052463,2013-02-11,1,1,"Entire apartment","Entire home/apt",80,2020-03-07,134,17,96,"London"
32658848,48165024,2015-11-04,0,338,"Room in serviced apartment","Hotel room",89,2019-12-29,4,30,75,"London"
10103204,21585444,2014-09-21,0,2,"Private room in apartment","Private room",40,2020-03-06,51,29,96,"London"
22740950,32309502,2015-05-01,1,1,"Entire apartment","Entire home/apt",155,2019-11-28,50,0,96,"London"
825821,4332794,2012-12-05,1,2,"Private room in apartment","Private room",40,2020-10-23,17,22,96,"London"
1003616,4365977,2012-12-09,1,5,"Private room in house","Private room",39,2020-09-25,182,29,97,"London"
29380162,71488200,2016-05-11,0,1,"Private room in house","Private room",37,2019-05-14,15,28,87,"London"
3730855,7053964,2013-06-22,0,6,"Private room in apartment","Private room",29,2019-06-09,7,26,71,"London"
38208526,206095491,2018-07-30,0,12,"Private room in house","Private room",15,2020-10-21,10,30,88,"London"
24385814,150785305,2017-09-16,0,0,"Entire apartment","Entire home/apt",68,2020-10-27,18,0,100,"London"
3281207,16583497,2014-06-09,1,1,"Private room in condominium","Private room",50,2019-11-16,144,0,97,"London"
15478842,216187763,2018-09-19,1,7,"Entire apartment","Entire home/apt",94,2020-08-18,27,28,96,"London"
26946389,33749626,2015-05-19,0,2,"Private room in apartment","Private room",70,2020-02-13,5,29,100,"London"
4106594,17500101,2014-07-01,0,1,"Entire house","Entire home/apt",100,2019-01-02,1,0,100,"London"
9727836,50201497,2015-11-30,1,1,"Entire apartment","Entire home/apt",130,2020-02-17,72,27,98,"London"
33308201,18707182,2014-07-23,0,26,"Entire apartment","Entire home/apt",85,2020-08-30,16,0,91,"London"
11900392,57859816,2016-02-08,1,1,"Private room in apartment","Private room",30,2019-11-20,23,29,97,"London"
30519481,229024316,2018-12-04,0,1,"Entire apartment","Entire home/apt",80,2019-04-26,25,0,97,"London"
18653261,40230143,2015-08-01,0,3,"Entire apartment","Entire home/apt",65,2020-09-14,24,0,99,"London"
42521017,338693947,2020-02-25,0,0,"Entire apartment","Entire home/apt",64,2020-03-27,1,0,100,"London"
43436836,56279305,2016-01-26,0,3,"Entire apartment","Entire home/apt",71,2020-09-04,1,14,80,"London"
34887050,172457906,2018-02-09,0,9,"Entire apartment","Entire home/apt",150,2019-06-13,1,30,100,"London"
27284541,42499137,2015-08-25,0,2,"Entire loft","Entire home/apt",160,2019-04-28,21,0,97,"London"
24575966,53992682,2016-01-09,0,1,"Private room in apartment","Private room",44,2020-04-30,41,0,94,"London"
45648813,282221206,2019-08-03,1,0,"Entire apartment","Entire home/apt",160,2020-10-18,5,30,96,"London"
21455346,31537306,2015-04-19,0,2,"Entire apartment","Entire home/apt",275,2019-12-29,4,29,100,"London"
36765285,83112105,2016-07-11,0,1,"Entire apartment","Entire home/apt",61,2019-09-19,5,0,100,"London"
38237386,33636765,2015-05-18,0,2,"Private room in apartment","Private room",31,2020-09-06,11,0,96,"London"
40026457,26493305,2015-01-21,1,1,"Private room in apartment","Private room",45,2020-01-03,1,29,100,"London"
42856576,324394609,2020-01-04,0,4,"Private room in apartment","Private room",35,2020-11-01,4,30,90,"London"
11954862,949926,2011-08-10,0,14,"Entire apartment","Entire home/apt",68,2020-02-26,35,0,91,"London"
31895104,214234419,2018-09-08,0,5,"Private room in house","Private room",25,2020-02-27,8,0,93,"London"
27041553,142570782,2017-07-26,0,40,"Entire apartment","Entire home/apt",225,2019-12-20,5,0,92,"London"
34132064,18996688,2014-07-27,0,1,"Entire apartment","Entire home/apt",62,2020-01-05,7,0,100,"London"
27111322,13557337,2014-03-26,0,266,"Private room in apartment","Private room",35,2019-09-29,23,30,91,"London"
23985712,1982318,2012-03-21,0,1,"Entire apartment","Entire home/apt",87,2020-01-07,17,0,94,"London"
42018631,292870908,2019-09-07,0,2,"Private room in house","Private room",25,2020-02-21,4,16,90,"London"
35565662,51912465,2015-12-21,0,1,"Entire apartment","Entire home/apt",120,2019-08-10,2,0,100,"London"
26113551,194945928,2018-06-11,0,1,"Entire apartment","Entire home/apt",86,2019-12-31,26,0,86,"London"
40131814,127162043,2017-04-23,1,24,"Entire apartment","Entire home/apt",66,2020-04-30,9,0,98,"London"
16061286,26989066,2015-01-31,0,1,"Entire townhouse","Entire home/apt",75,2019-12-30,8,0,87,"London"
23254202,136864939,2017-06-25,1,6,"Entire apartment","Entire home/apt",50,2019-03-23,3,2,100,"London"
17554148,2181526,2012-04-20,0,48,"Entire apartment","Entire home/apt",89,2020-02-27,48,8,85,"London"
3100592,15764877,2014-05-20,0,2,"Entire apartment","Entire home/apt",56,2020-10-18,85,0,93,"London"
13629629,2943848,2012-07-15,0,1,"Private room in apartment","Private room",28,2019-12-28,29,7,96,"London"
17974105,10961046,2014-01-02,0,88,"Entire apartment","Entire home/apt",134,2020-01-03,14,29,93,"London"
43562212,40133274,2015-07-31,0,0,"Entire apartment","Entire home/apt",111,2020-08-18,1,0,100,"London"
32987835,168795558,2018-01-19,1,2,"Private room in apartment","Private room",25,2020-01-16,3,0,100,"London"
20907179,12508555,2014-02-23,0,1,"Entire apartment","Entire home/apt",65,2019-08-31,12,0,93,"London"
26125158,83740964,2016-07-14,0,105,"Private room in apartment","Private room",31,2020-03-15,76,30,82,"London"
45834864,9335813,2013-10-09,0,1,"Entire apartment","Entire home/apt",100,2020-10-25,3,0,93,"London"
35718200,9591835,2013-10-23,1,1,"Entire apartment","Entire home/apt",84,2020-08-26,11,0,96,"London"
555419,2731071,2012-06-24,0,3,"Private room in townhouse","Private room",49,2020-03-15,38,0,91,"London"
22217688,161144774,2017-12-03,0,1,"Entire apartment","Entire home/apt",50,2019-06-21,12,0,98,"London"
25309571,1432477,2011-11-22,0,108,"Entire apartment","Entire home/apt",115,2020-02-23,19,20,95,"London"
21148140,3484381,2012-09-05,0,1,"Entire townhouse","Entire home/apt",170,2019-07-14,4,30,95,"London"
18853243,131332298,2017-05-21,0,2,"Private room in apartment","Private room",69,2020-07-25,66,30,98,"London"
5856653,1591664,2012-01-10,0,21,"Private room in apartment","Private room",59,2019-03-29,26,30,95,"London"
15514290,74410726,2016-05-28,0,2,"Entire apartment","Entire home/apt",83,2019-12-09,21,27,91,"London"
35271407,35222217,2015-06-07,0,5,"Entire apartment","Entire home/apt",130,2019-12-03,7,30,89,"London"
38594016,284277604,2019-08-09,0,5,"Private room in house","Private room",35,2019-11-05,2,0,50,"London"
34203796,45399636,2015-09-29,0,1,"Entire apartment","Entire home/apt",50,2020-10-11,29,0,96,"London"
14870141,8744903,2013-09-10,1,1,"Private room in apartment","Private room",45,2020-02-29,72,29,98,"London"
44428146,338510519,2020-02-24,0,22,"Entire serviced apartment","Entire home/apt",80,2020-10-25,9,15,78,"London"
16108857,77512219,2016-06-13,0,1,"Private room in apartment","Private room",23,2020-07-10,149,0,95,"London"
25026742,62416383,2016-03-10,0,1,"Private room in house","Private room",35,2019-10-07,7,28,100,"London"
44136415,224866971,2018-11-08,0,150,"Room in boutique hotel","Private room",85,2020-10-19,4,30,100,"London"
23643690,174760983,2018-02-22,0,1,"Entire townhouse","Entire home/apt",66,2020-08-14,34,0,93,"London"
20811263,145952198,2017-08-14,0,33,"Entire apartment","Entire home/apt",130,2020-03-05,19,0,98,"London"
16167755,105194165,2016-11-26,0,4,"Private room in bed and breakfast","Private room",48,2020-09-28,6,29,100,"London"
35994249,252793730,2019-04-02,0,0,"Private room in house","Private room",34,2020-03-01,18,13,92,"London"
12401729,66491926,2016-04-09,1,2,"Private room in townhouse","Private room",31,2019-06-18,29,25,98,"London"
37771957,32831599,2015-05-07,0,0,"Entire condominium","Entire home/apt",164,2019-11-30,12,0,83,"London"
33574024,241022961,2019-02-04,1,7,"Entire house","Entire home/apt",75,2020-08-29,10,0,96,"London"
33981399,204694332,2018-07-24,0,1,"Private room in apartment","Private room",42,2020-01-16,30,29,97,"London"
45203784,365106672,2020-08-30,0,1,"Entire apartment","Entire home/apt",150,2020-10-11,2,29,100,"London"
40247627,268613340,2019-06-14,0,0,"Entire apartment","Entire home/apt",48,2020-02-15,6,0,87,"London"
27225642,204935083,2018-07-25,1,60,"Entire serviced apartment","Entire home/apt",110,2019-12-08,1,30,100,"London"
32311007,7073999,2013-06-23,0,1,"Private room in apartment","Private room",50,2019-12-01,4,0,100,"London"
26814072,201628105,2018-07-11,0,1,"Entire house","Entire home/apt",198,2020-08-25,24,0,97,"London"
37348340,214556321,2018-09-10,0,1,"Entire apartment","Entire home/apt",150,2020-01-27,3,0,93,"London"
44989760,129230780,2017-05-07,0,232,"Entire apartment","Entire home/apt",96,2020-10-03,2,23,90,"London"
37702122,282403697,2019-08-04,0,27,"Private room in apartment","Private room",40,2020-09-30,37,28,93,"London"
41011237,262105757,2019-05-15,0,17,"Private room in condominium","Private room",43,2020-03-11,18,0,88,"London"
814230,3534363,2012-09-11,0,3,"Private room in apartment","Private room",45,2019-07-15,8,0,100,"London"
36294582,272963313,2019-07-02,0,0,"Entire apartment","Entire home/apt",80,2019-09-22,7,8,100,"London"
29935296,101798045,2016-10-30,1,1,"Private room in house","Private room",23,2020-01-05,35,0,99,"London"
4375467,17783023,2014-07-07,0,1,"Entire apartment","Entire home/apt",87,2020-01-01,40,24,86,"London"
23164855,44146386,2015-09-14,0,1,"Entire apartment","Entire home/apt",48,2020-09-05,14,0,97,"London"
39477341,158106143,2017-11-09,0,0,"Private room in apartment","Private room",28,2020-03-10,14,0,97,"London"
40304301,12184645,2014-02-12,0,1,"Entire apartment","Entire home/apt",173,2020-03-31,7,0,90,"London"
12976576,46626793,2015-10-15,0,2,"Entire apartment","Entire home/apt",180,2020-02-03,63,29,99,"London"
30196196,4768464,2013-01-19,0,1,"Private room in apartment","Private room",120,2020-01-02,30,0,94,"London"
30547879,228888186,2018-12-03,0,1,"Entire apartment","Entire home/apt",60,2019-01-02,2,0,80,"London"
27431659,206723138,2018-08-01,0,1,"Entire house","Entire home/apt",239,2019-08-04,4,0,100,"London"
27588408,10660792,2013-12-16,0,1,"Entire apartment","Entire home/apt",130,2019-04-10,10,0,96,"London"
43986889,21213137,2014-09-11,0,0,"Entire apartment","Entire home/apt",92,2020-09-24,8,27,88,"London"
20379851,8138227,2013-08-13,0,10,"Entire apartment","Entire home/apt",89,2020-10-14,12,11,93,"London"
4009682,19214346,2014-07-31,0,12,"Entire apartment","Entire home/apt",138,2019-11-07,24,21,84,"London"
20582559,1824284,2012-02-28,1,0,"Entire apartment","Entire home/apt",73,2020-10-25,52,17,94,"London"
36444697,187402222,2018-05-02,0,0,"Entire apartment","Entire home/apt",90,2020-01-25,31,0,94,"London"
45446564,181656608,2018-03-31,0,1,"Entire apartment","Entire home/apt",170,2020-10-23,2,11,100,"London"
25931649,42653212,2015-08-27,0,44,"Room in serviced apartment","Hotel room",140,2019-11-16,4,0,80,"London"
35560551,33889201,2015-05-21,0,1105,"Entire house","Entire home/apt",220,2020-04-04,1,0,100,"London"
4561697,19075384,2014-07-29,0,1,"Entire apartment","Entire home/apt",406,2019-11-24,30,0,97,"London"
44316647,10590422,2013-12-12,0,0,"Entire apartment","Entire home/apt",90,2020-10-14,6,0,97,"London"
6195548,31707726,2015-04-22,0,2,"Private room in house","Private room",70,2020-01-16,41,14,99,"London"
37928868,287144983,2019-08-19,0,3,"Private room in apartment","Private room",20,2020-10-14,12,8,88,"London"
43935031,291088798,2019-09-02,0,0,"Entire apartment","Entire home/apt",73,2020-08-31,2,30,80,"London"
37882644,9156603,2013-10-01,0,0,"Entire apartment","Entire home/apt",75,2020-10-03,6,3,100,"London"
18502636,112859448,2017-01-23,1,3,"Entire apartment","Entire home/apt",140,2020-03-09,62,18,95,"London"
41023080,318387749,2019-12-17,0,1,"Entire house","Entire home/apt",239,2020-01-02,1,0,100,"London"
1681509,8892959,2013-09-17,0,2,"Private room in house","Private room",45,2019-09-30,20,0,94,"London"
17829674,64808439,2016-03-28,0,1,"Entire apartment","Entire home/apt",145,2020-03-16,25,0,96,"London"
34965715,228928499,2018-12-03,1,91,"Entire apartment","Entire home/apt",89,2020-01-01,9,0,96,"London"
25868527,153708855,2017-10-08,0,4,"Entire apartment","Entire home/apt",80,2019-02-17,17,0,91,"London"
7367500,9774262,2013-11-02,0,1,"Entire apartment","Entire home/apt",170,2020-09-13,23,7,97,"London"
742379,3584833,2012-09-16,1,2,"Private room in townhouse","Private room",22,2020-03-31,72,22,96,"London"
38372163,30253178,2015-03-30,0,30,"Entire condominium","Entire home/apt",115,2019-11-14,1,24,100,"London"
23185889,169331388,2018-01-22,1,1,"Entire apartment","Entire home/apt",80,2019-10-13,23,0,98,"London"
25457100,72724004,2016-05-18,0,2,"Entire house","Entire home/apt",220,2020-08-02,6,0,96,"London"
23035158,14493147,2014-04-20,1,3,"Private room in townhouse","Private room",100,2020-01-20,86,1,99,"London"
27103023,98238410,2016-10-05,0,3,"Room in boutique hotel","Hotel room",126,2020-02-23,5,6,96,"London"
24524559,171220270,2018-02-02,0,1,"Entire apartment","Entire home/apt",140,2019-08-27,6,0,90,"London"
18380493,17714741,2014-07-06,0,1,"Private room in apartment","Private room",95,2019-08-08,38,30,96,"London"
41296573,51314924,2015-12-14,1,1,"Private room in apartment","Private room",49,2020-03-12,9,16,96,"London"
31081509,230178453,2018-12-11,0,4,"Entire apartment","Entire home/apt",73,2020-09-14,13,0,88,"London"
22141491,159589483,2017-11-21,0,6,"Shared room in hostel","Shared room",225,2020-03-17,208,0,86,"London"
26057378,28820321,2015-03-05,0,315,"Entire house","Entire home/apt",70,2020-09-25,16,0,95,"London"
16970283,30113770,2015-03-27,0,1,"Entire apartment","Entire home/apt",70,2020-09-28,55,30,97,"London"
42142133,334385672,2020-02-07,0,1,"Private room in apartment","Private room",39,2020-09-06,25,0,90,"London"
39331341,97181371,2016-09-28,1,1,"Entire apartment","Entire home/apt",130,2020-02-29,8,0,98,"London"
21700265,110044618,2017-01-05,0,2,"Private room in house","Private room",45,2020-03-16,143,0,94,"London"
26677199,198754126,2018-06-29,0,2,"Entire house","Entire home/apt",49,2020-09-05,1,0,20,"London"
37043291,278527504,2019-07-23,0,0,"Private room in house","Private room",18,2019-09-07,6,0,100,"London"
28268183,205256737,2018-07-26,0,128,"Entire apartment","Entire home/apt",72,2019-04-08,4,0,70,"London"
8148284,2915727,2012-07-12,1,1,"Private room in apartment","Private room",100,2020-03-15,52,0,98,"London"
43977741,19732169,2014-08-09,0,1,"Entire apartment","Entire home/apt",105,2020-07-31,2,0,100,"London"
41400882,2981012,2012-07-18,1,3,"Entire apartment","Entire home/apt",120,2020-03-08,4,6,100,"London"
65638,320901,2010-12-17,1,5,"Entire apartment","Entire home/apt",75,2020-10-23,187,30,95,"London"
18082919,118019577,2017-02-25,0,7,"Entire apartment","Entire home/apt",89,2019-12-07,7,17,93,"London"
21799562,157627987,2017-11-06,0,1,"Entire apartment","Entire home/apt",149,2019-10-23,11,23,100,"London"
25012930,189084855,2018-05-11,1,1,"Entire apartment","Entire home/apt",119,2019-09-26,36,0,97,"London"
20939139,22159377,2014-10-05,0,2,"Entire apartment","Entire home/apt",151,2020-05-18,21,0,98,"London"
25304302,23994379,2014-11-21,1,6,"Entire apartment","Entire home/apt",55,2020-10-26,56,21,90,"London"
13445580,21867370,2014-09-28,0,33,"Entire apartment","Entire home/apt",51,2020-09-08,69,5,82,"London"
38169527,41888141,2015-08-19,0,2,"Private room in house","Private room",24,2020-10-19,5,24,100,"London"
35903292,269842807,2019-06-19,0,1,"Private room in apartment","Private room",25,2019-07-12,5,0,96,"London"
2519406,6938364,2013-06-16,1,6,"Private room in house","Private room",64,2020-03-24,19,29,96,"London"
13713436,55790163,2016-01-23,0,1,"Private room in house","Private room",60,2019-07-07,22,0,100,"London"
8250779,43510672,2015-09-06,0,1,"Private room in house","Private room",50,2019-03-17,19,28,99,"London"
28090639,33225396,2015-05-12,0,0,"Entire apartment","Entire home/apt",94,2020-10-29,21,22,94,"London"
40175713,310207808,2019-11-17,0,1,"Entire apartment","Entire home/apt",89,2019-12-29,2,30,100,"London"
6519332,25531711,2015-01-03,1,1,"Private room in house","Private room",50,2020-03-08,227,0,98,"London"
39608716,19763886,2014-08-10,0,1,"Entire guesthouse","Entire home/apt",60,2020-08-15,5,28,100,"London"
26863945,15809799,2014-05-21,0,2,"Entire apartment","Entire home/apt",85,2019-05-07,7,2,88,"London"
40663749,12688083,2014-03-01,0,1,"Private room in apartment","Private room",60,2020-01-01,3,0,100,"London"
3304450,6918494,2013-06-14,0,8,"Private room in townhouse","Private room",35,2019-10-16,19,27,86,"London"
16905625,112849746,2017-01-23,0,9,"Entire serviced apartment","Entire home/apt",166,2019-07-21,3,29,93,"London"
11493804,33986335,2015-05-22,0,1,"Private room in apartment","Private room",54,2019-08-31,16,30,100,"London"
40676007,315506009,2019-12-08,1,0,"Private room in house","Private room",33,2020-09-27,3,30,100,"London"
